iata,ciudad,fecha,t_max,t_min,precipitacion,viento,humedad
LPA,Las Palmas,31/01/2024,20.4°,16.6°,"0,1 mm",21.8 Km/h,60.4 %
LPA,Las Palmas,1/02/2024,19.8°,17°,0 mm,21.4 Km/h,61.4 %
LPA,Las Palmas,2/02/2024,20.5°,17.3°,0 mm,17.5 Km/h,63 %
LPA,Las Palmas,3/02/2024,19.8°,16.2°,"0,1 mm",21.6 Km/h,61.6 %
LPA,Las Palmas,4/02/2024,20.4°,17°,"0,3 mm",23.2 Km/h,55.6 %
LPA,Las Palmas,5/02/2024,19.2°,16.4°,"0,9 mm",20.8 Km/h,57.6 %
LPA,Las Palmas,6/02/2024,18.4°,15.4°,"0,4 mm",22.4 Km/h,67.8 %
LPA,Las Palmas,7/02/2024,18.4°,15.2°,"0,3 mm",22.2 Km/h,70.8 %
LPA,Las Palmas,8/02/2024,19.2°,15.4°,0 mm,18.2 Km/h,65.4 %
LPA,Las Palmas,9/02/2024,19.2°,16.6°,"0,1 mm",17.2 Km/h,68 %
LPA,Las Palmas,10/02/2024,19.4°,16.8°,"0,1 mm",19.8 Km/h,73.6 %
LPA,Las Palmas,11/02/2024,20.2°,15.6°,0 mm,12.8 Km/h,68.6 %
LPA,Las Palmas,12/02/2024,20.4°,16°,0 mm,16.4 Km/h,72.2 %
LPA,Las Palmas,13/02/2024,20.2°,16.2°,0 mm,18.2 Km/h,71.4 %
LPA,Las Palmas,14/02/2024,19.4°,16.2°,0 mm,19 Km/h,70.4 %
LPA,Las Palmas,15/02/2024,18.2°,15.2°,"0,1 mm",24.4 Km/h,72.2 %
LPA,Las Palmas,16/02/2024,18.2°,15°,"0,1 mm",24.2 Km/h,71.4 %
LPA,Las Palmas,17/02/2024,19.4°,15.2°,"0,1 mm",22 Km/h,71.4 %
LPA,Las Palmas,18/02/2024,19°,16°,"0,1 mm",22.8 Km/h,74.6 %
LPA,Las Palmas,19/02/2024,18.8°,15.6°,"0,4 mm",23.2 Km/h,71.4 %
LPA,Las Palmas,20/02/2024,18.6°,15°,"0,2 mm",23.2 Km/h,70.8 %
LPA,Las Palmas,21/02/2024,18°,15.2°,"0,4 mm",26.2 Km/h,73.2 %
LPA,Las Palmas,22/02/2024,19.2°,15°,"0,1 mm",18.2 Km/h,71.2 %
LPA,Las Palmas,23/02/2024,19°,15.2°,"0,3 mm",25 Km/h,71.6 %
LPA,Las Palmas,24/02/2024,19.4°,16.2°,"0,3 mm",27 Km/h,69.4 %
LPA,Las Palmas,25/02/2024,19.3°,15.3°,"0,4 mm",18.5 Km/h,72 %
LPA,Las Palmas,26/02/2024,18°,15.2°,"0,6 mm",24.8 Km/h,71.4 %
LPA,Las Palmas,27/02/2024,18.2°,15°,"0,9 mm",28.8 Km/h,74 %
LPA,Las Palmas,28/02/2024,19°,15.4°,"0,8 mm",26 Km/h,72 %
LPA,Las Palmas,29/02/2024,18°,15.5°,1 mm,27.5 Km/h,77 %
LPA,Las Palmas,1/03/2024,18.2°,15.2°,"0,9 mm",25.2 Km/h,76.8 %
LPA,Las Palmas,2/03/2024,18.6°,15°,"0,6 mm",23.6 Km/h,76.8 %
LPA,Las Palmas,3/03/2024,18.8°,15.6°,"0,3 mm",22.6 Km/h,77 %
LPA,Las Palmas,4/03/2024,18.6°,15.2°,"0,2 mm",21.6 Km/h,74.8 %
LPA,Las Palmas,5/03/2024,19°,16°,"0,2 mm",25 Km/h,76.6 %
LPA,Las Palmas,6/03/2024,18.6°,15°,"0,6 mm",24.8 Km/h,74.2 %
LPA,Las Palmas,7/03/2024,18.8°,14.8°,"0,6 mm",25 Km/h,73.6 %
LPA,Las Palmas,8/03/2024,19°,15.6°,"0,7 mm",22 Km/h,72.6 %
LPA,Las Palmas,9/03/2024,19.2°,16°,"0,6 mm",23.4 Km/h,74.4 %
LPA,Las Palmas,10/03/2024,19.8°,15.6°,"0,1 mm",21.8 Km/h,73 %
LPA,Las Palmas,11/03/2024,20.6°,16°,"0,1 mm",18 Km/h,71.4 %
LPA,Las Palmas,12/03/2024,20.2°,17°,0 mm,16.8 Km/h,68.4 %
LPA,Las Palmas,13/03/2024,19.2°,16°,0 mm,18.6 Km/h,76.4 %
LPA,Las Palmas,14/03/2024,18.6°,15.8°,"0,1 mm",25.8 Km/h,77.6 %
LPA,Las Palmas,15/03/2024,18.6°,14.6°,"0,2 mm",26.4 Km/h,72.8 %
LPA,Las Palmas,16/03/2024,19.4°,15.2°,"0,6 mm",26.6 Km/h,72.4 %
LPA,Las Palmas,17/03/2024,18.6°,14.8°,"0,3 mm",29.6 Km/h,75.6 %
LPA,Las Palmas,18/03/2024,18.4°,14.6°,"0,3 mm",28.8 Km/h,74.8 %
LPA,Las Palmas,19/03/2024,18.6°,14.6°,"0,4 mm",28.4 Km/h,75.8 %
LPA,Las Palmas,20/03/2024,18.6°,14.8°,"0,6 mm",30.2 Km/h,73 %
LPA,Las Palmas,21/03/2024,17.4°,14°,"0,5 mm",26.8 Km/h,70.8 %
LPA,Las Palmas,22/03/2024,18.4°,14.6°,"1,2 mm",27.8 Km/h,71.8 %
LPA,Las Palmas,23/03/2024,18.4°,14.8°,"2,2 mm",30.2 Km/h,71.8 %
LPA,Las Palmas,24/03/2024,19.6°,15°,"1,4 mm",24.8 Km/h,68.4 %
LPA,Las Palmas,25/03/2024,20°,16°,"0,3 mm",21.4 Km/h,66.2 %
LPA,Las Palmas,26/03/2024,19.6°,15.2°,"0,6 mm",23.2 Km/h,68.8 %
LPA,Las Palmas,27/03/2024,19.4°,15.4°,"0,8 mm",24.4 Km/h,68.4 %
LPA,Las Palmas,28/03/2024,19.8°,14.6°,"0,5 mm",22.4 Km/h,69.4 %
LPA,Las Palmas,29/03/2024,19.6°,16°,"0,4 mm",23.6 Km/h,70.2 %
LPA,Las Palmas,30/03/2024,20.4°,15.6°,0 mm,17.6 Km/h,67.2 %
LPA,Las Palmas,31/03/2024,20.4°,15.8°,0 mm,16.8 Km/h,71.6 %
LPA,Las Palmas,1/04/2024,20.2°,16.6°,"0,1 mm",17.2 Km/h,73.2 %
LPA,Las Palmas,2/04/2024,19.2°,15.8°,0 mm,16.8 Km/h,76.6 %
LPA,Las Palmas,3/04/2024,19.8°,15.4°,0 mm,16.8 Km/h,75.8 %
LPA,Las Palmas,4/04/2024,19°,15.8°,"0,7 mm",22.8 Km/h,76 %
LPA,Las Palmas,5/04/2024,19.2°,16°,"0,4 mm",22.8 Km/h,69 %
LPA,Las Palmas,6/04/2024,20°,16.4°,"0,5 mm",23 Km/h,72.8 %
LPA,Las Palmas,7/04/2024,20°,15.6°,0 mm,20.2 Km/h,71 %
LPA,Las Palmas,8/04/2024,20.2°,16.2°,"0,1 mm",22.2 Km/h,74.4 %
LPA,Las Palmas,9/04/2024,20.2°,16°,0 mm,25.4 Km/h,75.6 %
LPA,Las Palmas,10/04/2024,21°,16.2°,"0,1 mm",23.8 Km/h,77.6 %
LPA,Las Palmas,11/04/2024,21.2°,17.2°,"0,2 mm",20 Km/h,74 %
LPA,Las Palmas,12/04/2024,20.2°,17.6°,"0,3 mm",21.4 Km/h,71.2 %
LPA,Las Palmas,13/04/2024,20.8°,17°,"0,1 mm",21.4 Km/h,73.4 %
LPA,Las Palmas,14/04/2024,21.2°,16.6°,"0,2 mm",22.2 Km/h,72.6 %
LPA,Las Palmas,15/04/2024,21.2°,16°,"0,2 mm",21.4 Km/h,72.4 %
LPA,Las Palmas,16/04/2024,22°,16.2°,"0,4 mm",18.8 Km/h,73 %
LPA,Las Palmas,17/04/2024,21.6°,16°,"0,6 mm",18 Km/h,70.6 %
LPA,Las Palmas,18/04/2024,21.4°,17.2°,"2,3 mm",21 Km/h,71.6 %
LPA,Las Palmas,19/04/2024,20.2°,16.6°,"0,1 mm",27.2 Km/h,76 %
LPA,Las Palmas,20/04/2024,20.2°,15.8°,"0,2 mm",24.6 Km/h,75.4 %
LPA,Las Palmas,21/04/2024,19.6°,16°,"0,2 mm",23.8 Km/h,73.2 %
LPA,Las Palmas,22/04/2024,19.2°,16°,"0,1 mm",22.6 Km/h,73.4 %
LPA,Las Palmas,23/04/2024,19.6°,16.6°,"0,3 mm",20.4 Km/h,75.6 %
LPA,Las Palmas,24/04/2024,20°,15.8°,"0,4 mm",20.8 Km/h,71.2 %
LPA,Las Palmas,25/04/2024,20°,16.2°,"0,5 mm",17.8 Km/h,71.4 %
LPA,Las Palmas,26/04/2024,20.8°,16°,0 mm,22 Km/h,72.6 %
LPA,Las Palmas,27/04/2024,20.3°,14.5°,0 mm,19.8 Km/h,73 %
LPA,Las Palmas,28/04/2024,21°,15.5°,"0,1 mm",18.5 Km/h,73.8 %
LPA,Las Palmas,29/04/2024,20.7°,14.8°,"0,5 mm",22 Km/h,72.8 %
LPA,Las Palmas,30/04/2024,20.8°,15.2°,"0,4 mm",24.8 Km/h,73.7 %
LPA,Las Palmas,1/05/2024,20.8°,16.3°,"0,3 mm",22.8 Km/h,74.7 %
LPA,Las Palmas,2/05/2024,21.7°,16.5°,"0,3 mm",22.5 Km/h,70.3 %
LPA,Las Palmas,3/05/2024,20.7°,17.3°,"0,1 mm",22 Km/h,71.3 %
LPA,Las Palmas,4/05/2024,19.8°,16.8°,"0,1 mm",23.8 Km/h,72.3 %
LPA,Las Palmas,5/05/2024,20.2°,16°,"0,1 mm",24 Km/h,71.5 %
LPA,Las Palmas,6/05/2024,20.7°,16.5°,"0,1 mm",22.3 Km/h,77 %
LPA,Las Palmas,7/05/2024,21°,16.3°,"0,1 mm",22.2 Km/h,76.8 %
LPA,Las Palmas,8/05/2024,21.8°,16.5°,0 mm,24.2 Km/h,75.5 %
LPA,Las Palmas,9/05/2024,22.3°,16.8°,0 mm,24.5 Km/h,76 %
LPA,Las Palmas,10/05/2024,21.5°,16.8°,"0,1 mm",23 Km/h,76.7 %
LPA,Las Palmas,11/05/2024,21.8°,16.7°,"0,1 mm",23.7 Km/h,76.5 %
LPA,Las Palmas,12/05/2024,21.2°,16.5°,"0,2 mm",25 Km/h,76.3 %
LPA,Las Palmas,13/05/2024,21.3°,16.3°,"0,2 mm",25 Km/h,77 %
LPA,Las Palmas,14/05/2024,21.2°,16.5°,"0,1 mm",27.7 Km/h,76.3 %
LPA,Las Palmas,15/05/2024,21.5°,16.2°,"0,2 mm",27 Km/h,76 %
LPA,Las Palmas,16/05/2024,21.3°,17.3°,"0,4 mm",23 Km/h,75.3 %
LPA,Las Palmas,17/05/2024,21.3°,17.2°,"0,4 mm",22.7 Km/h,75.7 %
LPA,Las Palmas,18/05/2024,21°,17.7°,"0,6 mm",23.8 Km/h,77.8 %
LPA,Las Palmas,19/05/2024,21.3°,17.2°,"0,1 mm",27 Km/h,77.7 %
LPA,Las Palmas,20/05/2024,21°,16.2°,"0,1 mm",28 Km/h,75.5 %
LPA,Las Palmas,21/05/2024,21.7°,16.3°,"0,1 mm",25.8 Km/h,75 %
LPA,Las Palmas,22/05/2024,20.7°,16.8°,"0,2 mm",28.5 Km/h,76.7 %
LPA,Las Palmas,23/05/2024,20.8°,17°,"0,4 mm",29.2 Km/h,74.8 %
LPA,Las Palmas,24/05/2024,21°,16.7°,"0,3 mm",25.8 Km/h,74.5 %
LPA,Las Palmas,25/05/2024,20.7°,16.2°,"0,2 mm",24.2 Km/h,75.2 %
LPA,Las Palmas,26/05/2024,21.5°,17.3°,0 mm,22.3 Km/h,73.7 %
LPA,Las Palmas,27/05/2024,21.7°,17.3°,"0,2 mm",20.5 Km/h,73.8 %
LPA,Las Palmas,28/05/2024,21.2°,16.3°,0 mm,21 Km/h,74.3 %
LPA,Las Palmas,29/05/2024,21.7°,16.5°,0 mm,20.5 Km/h,75.8 %
LPA,Las Palmas,30/05/2024,22.3°,16.7°,"0,1 mm",20.7 Km/h,76.7 %
LPA,Las Palmas,31/05/2024,22.5°,17°,"0,2 mm",19.2 Km/h,77.3 %
LPA,Las Palmas,1/06/2024,22°,16.8°,"0,2 mm",17.7 Km/h,76.8 %
LPA,Las Palmas,2/06/2024,22.8°,17°,"0,1 mm",20 Km/h,75.7 %
LPA,Las Palmas,3/06/2024,22.7°,18.3°,"0,6 mm",22 Km/h,75.3 %
LPA,Las Palmas,4/06/2024,21.5°,17.8°,"0,5 mm",21.7 Km/h,76.3 %
LPA,Las Palmas,5/06/2024,22°,17.5°,"0,1 mm",23.5 Km/h,76.5 %
LPA,Las Palmas,6/06/2024,22°,17.3°,"0,1 mm",22.5 Km/h,76.7 %
LPA,Las Palmas,7/06/2024,22.5°,17.5°,"0,3 mm",21.2 Km/h,78.7 %
LPA,Las Palmas,8/06/2024,22.5°,17.7°,"0,3 mm",20.7 Km/h,79.2 %
LPA,Las Palmas,9/06/2024,22.7°,18°,"0,5 mm",23 Km/h,75.8 %
LPA,Las Palmas,10/06/2024,22.5°,18.2°,"0,1 mm",23.3 Km/h,74.3 %
LPA,Las Palmas,11/06/2024,22.5°,18.5°,"0,2 mm",24.3 Km/h,73.7 %
LPA,Las Palmas,12/06/2024,22.2°,17.8°,"0,2 mm",24.7 Km/h,75.8 %
LPA,Las Palmas,13/06/2024,22.3°,17.5°,"0,1 mm",22.5 Km/h,74.5 %
LPA,Las Palmas,14/06/2024,22°,17°,"0,1 mm",22.5 Km/h,75.5 %
LPA,Las Palmas,15/06/2024,22.5°,16.5°,0 mm,21 Km/h,76 %
LPA,Las Palmas,16/06/2024,22.8°,17.3°,"0,1 mm",19.8 Km/h,76.7 %
LPA,Las Palmas,17/06/2024,23°,16.8°,"0,1 mm",20 Km/h,77.3 %
LPA,Las Palmas,18/06/2024,22.5°,17.8°,"0,3 mm",21.5 Km/h,79.3 %
LPA,Las Palmas,19/06/2024,21.4°,17.6°,"0,2 mm",24.8 Km/h,77 %
LPA,Las Palmas,20/06/2024,21.6°,17.2°,"0,1 mm",25.8 Km/h,76 %
LPA,Las Palmas,21/06/2024,22.2°,17.5°,"0,3 mm",23 Km/h,79.3 %
LPA,Las Palmas,22/06/2024,22°,17.3°,"0,1 mm",23.2 Km/h,76.3 %
LPA,Las Palmas,23/06/2024,22.8°,17.2°,"0,2 mm",23.5 Km/h,77.3 %
LPA,Las Palmas,24/06/2024,22.7°,17.8°,"0,2 mm",23 Km/h,77.3 %
LPA,Las Palmas,25/06/2024,22.7°,18.2°,"0,3 mm",25 Km/h,79.7 %
LPA,Las Palmas,26/06/2024,22.8°,17.5°,"0,1 mm",23.3 Km/h,79.2 %
LPA,Las Palmas,27/06/2024,22.5°,17.2°,"0,1 mm",24.5 Km/h,76.2 %
LPA,Las Palmas,28/06/2024,22.5°,18.2°,"0,1 mm",25.3 Km/h,76.7 %
LPA,Las Palmas,29/06/2024,22.5°,17.3°,"0,1 mm",25.7 Km/h,77 %
LPA,Las Palmas,30/06/2024,22.3°,18°,"0,1 mm",27 Km/h,78.3 %
LPA,Las Palmas,1/07/2024,22.2°,17.8°,"0,1 mm",26.5 Km/h,78.8 %
LPA,Las Palmas,2/07/2024,22.2°,18°,"0,2 mm",26.7 Km/h,79.5 %
LPA,Las Palmas,3/07/2024,22.5°,18°,"0,1 mm",26.2 Km/h,78.3 %
LPA,Las Palmas,4/07/2024,22.7°,18.7°,"0,1 mm",25.5 Km/h,80.3 %
LPA,Las Palmas,5/07/2024,23.2°,18.5°,0 mm,24.7 Km/h,79.7 %
LPA,Las Palmas,6/07/2024,23.2°,18.5°,"0,1 mm",24.8 Km/h,80.3 %
LPA,Las Palmas,7/07/2024,23.5°,17.3°,"0,1 mm",25.3 Km/h,78.8 %
LPA,Las Palmas,8/07/2024,23.5°,18.2°,0 mm,25.5 Km/h,77 %
LPA,Las Palmas,9/07/2024,23.5°,18.5°,"0,1 mm",27.8 Km/h,76.5 %
LPA,Las Palmas,10/07/2024,24°,19°,"0,1 mm",26.3 Km/h,78.8 %
LPA,Las Palmas,11/07/2024,24°,18.8°,"0,1 mm",24.7 Km/h,78.7 %
LPA,Las Palmas,12/07/2024,24.8°,18.7°,0 mm,23.2 Km/h,78.7 %
LPA,Las Palmas,13/07/2024,24.7°,19.5°,0 mm,24.7 Km/h,75.2 %
LPA,Las Palmas,14/07/2024,24.3°,19°,0 mm,25.3 Km/h,77.3 %
LPA,Las Palmas,15/07/2024,24.2°,18.6°,"0,1 mm",27.6 Km/h,79.8 %
LPA,Las Palmas,16/07/2024,23.8°,17.8°,"0,2 mm",25 Km/h,79.2 %
LPA,Las Palmas,17/07/2024,23.7°,18.3°,"0,1 mm",23.5 Km/h,76.5 %
LPA,Las Palmas,18/07/2024,24.3°,19°,"0,1 mm",23 Km/h,73.7 %
LPA,Las Palmas,19/07/2024,24.5°,18.8°,"0,1 mm",24.8 Km/h,73.8 %
LPA,Las Palmas,20/07/2024,24°,18.7°,0 mm,26.2 Km/h,76.8 %
LPA,Las Palmas,21/07/2024,23.3°,18.8°,"0,1 mm",26.5 Km/h,79.3 %
LPA,Las Palmas,22/07/2024,22.4°,18.8°,"0,1 mm",28.4 Km/h,81.2 %
LPA,Las Palmas,23/07/2024,23.2°,18.4°,"0,1 mm",27.4 Km/h,79.2 %
LPA,Las Palmas,24/07/2024,23.8°,17.8°,"0,2 mm",25.6 Km/h,78.4 %
LPA,Las Palmas,25/07/2024,24.5°,19.2°,0 mm,23 Km/h,73.8 %
LPA,Las Palmas,26/07/2024,24.7°,19°,0 mm,24.3 Km/h,78.2 %
LPA,Las Palmas,27/07/2024,23.8°,19°,0 mm,27 Km/h,78.8 %
LPA,Las Palmas,28/07/2024,23.5°,19.2°,"0,2 mm",26.3 Km/h,81.2 %
LPA,Las Palmas,29/07/2024,23.2°,18.8°,"0,3 mm",24.8 Km/h,81.8 %
LPA,Las Palmas,30/07/2024,23.8°,18.8°,"0,2 mm",26.2 Km/h,81.7 %
LPA,Las Palmas,31/07/2024,23.5°,18.5°,0 mm,26.7 Km/h,80.5 %
LPA,Las Palmas,1/08/2024,23.8°,18.7°,0 mm,26.7 Km/h,80 %
LPA,Las Palmas,2/08/2024,23.5°,19.2°,"0,1 mm",27.8 Km/h,79.3 %
LPA,Las Palmas,3/08/2024,24.3°,19°,"0,1 mm",24 Km/h,79.3 %
LPA,Las Palmas,4/08/2024,23.5°,18.8°,"0,1 mm",25.7 Km/h,79.7 %
LPA,Las Palmas,5/08/2024,23.7°,19°,0 mm,25.8 Km/h,81 %
LPA,Las Palmas,6/08/2024,23.5°,18.8°,0 mm,25.3 Km/h,81 %
LPA,Las Palmas,7/08/2024,23.2°,18.8°,0 mm,23.8 Km/h,80.7 %
LPA,Las Palmas,8/08/2024,24.2°,19.3°,0 mm,22.7 Km/h,79.5 %
LPA,Las Palmas,9/08/2024,24.2°,19°,"0,1 mm",23.3 Km/h,78.3 %
LPA,Las Palmas,10/08/2024,24.3°,19°,"0,1 mm",25 Km/h,77.5 %
LPA,Las Palmas,11/08/2024,24°,19.2°,"0,1 mm",24 Km/h,80 %
LPA,Las Palmas,12/08/2024,24.2°,19°,"0,1 mm",24.5 Km/h,77.7 %
LPA,Las Palmas,13/08/2024,23.7°,19°,"0,1 mm",24.7 Km/h,78.2 %
LPA,Las Palmas,14/08/2024,23.8°,19.2°,"0,1 mm",24.8 Km/h,78.8 %
LPA,Las Palmas,15/08/2024,24.2°,19.7°,0 mm,24.7 Km/h,78.5 %
LPA,Las Palmas,16/08/2024,25.3°,20.7°,0 mm,23.7 Km/h,75 %
LPA,Las Palmas,17/08/2024,25.4°,21°,0 mm,22 Km/h,71.8 %
LPA,Las Palmas,18/08/2024,25°,21°,"0,1 mm",22.8 Km/h,72.8 %
LPA,Las Palmas,19/08/2024,25.2°,20.7°,"0,1 mm",21 Km/h,72.7 %
LPA,Las Palmas,20/08/2024,24.7°,19.8°,1 mm,20.7 Km/h,75.7 %
LPA,Las Palmas,21/08/2024,25°,20.5°,0 mm,22.5 Km/h,75.2 %
LPA,Las Palmas,22/08/2024,25.3°,20.7°,0 mm,23.2 Km/h,72.7 %
LPA,Las Palmas,23/08/2024,24.8°,20°,0 mm,24.2 Km/h,75.2 %
LPA,Las Palmas,24/08/2024,24.7°,20.2°,"0,1 mm",24.8 Km/h,75.5 %
LPA,Las Palmas,25/08/2024,24.8°,20°,"0,2 mm",22.2 Km/h,76.8 %
LPA,Las Palmas,26/08/2024,25.7°,19.5°,0 mm,21 Km/h,76.2 %
LPA,Las Palmas,27/08/2024,24.8°,20°,0 mm,22.3 Km/h,76.5 %
LPA,Las Palmas,28/08/2024,24.2°,19.2°,0 mm,23.5 Km/h,76.5 %
LPA,Las Palmas,29/08/2024,24.2°,19.2°,"0,1 mm",24.7 Km/h,80.8 %
LPA,Las Palmas,30/08/2024,23.8°,19°,"0,3 mm",23.7 Km/h,77.7 %
LPA,Las Palmas,31/08/2024,23.8°,18.8°,"0,2 mm",22.3 Km/h,80.5 %
LPA,Las Palmas,1/09/2024,24.5°,18.8°,"0,1 mm",21 Km/h,79.5 %
LPA,Las Palmas,2/09/2024,23.6°,19°,"0,1 mm",20.4 Km/h,79.8 %
LPA,Las Palmas,3/09/2024,23.8°,19.5°,"0,5 mm",21.5 Km/h,80.3 %
LPA,Las Palmas,4/09/2024,23.7°,19.5°,"0,2 mm",19.7 Km/h,78.3 %
LPA,Las Palmas,5/09/2024,24.3°,19.5°,0 mm,18 Km/h,77 %
LPA,Las Palmas,6/09/2024,24.3°,19.3°,"0,1 mm",19.8 Km/h,77.3 %
LPA,Las Palmas,7/09/2024,25°,19.2°,"0,1 mm",18.5 Km/h,75.2 %
LPA,Las Palmas,8/09/2024,25°,19.3°,0 mm,19.8 Km/h,75.7 %
LPA,Las Palmas,9/09/2024,25.5°,20.5°,0 mm,19.2 Km/h,77 %
LPA,Las Palmas,10/09/2024,24.3°,19.8°,0 mm,21.7 Km/h,79.3 %
LPA,Las Palmas,11/09/2024,24.5°,20°,"0,1 mm",23.2 Km/h,77.5 %
LPA,Las Palmas,12/09/2024,24.2°,20.2°,"0,1 mm",23.5 Km/h,77.5 %
LPA,Las Palmas,13/09/2024,23.8°,19.8°,"0,1 mm",20.7 Km/h,79.5 %
LPA,Las Palmas,14/09/2024,24°,20.2°,0 mm,20.6 Km/h,78.6 %
LPA,Las Palmas,15/09/2024,25.2°,20.2°,0 mm,21.2 Km/h,77.2 %
LPA,Las Palmas,16/09/2024,24.5°,20°,"1,4 mm",20.7 Km/h,76.8 %
LPA,Las Palmas,17/09/2024,23.8°,19.8°,"1,1 mm",22.3 Km/h,79.3 %
LPA,Las Palmas,18/09/2024,23.2°,19.2°,"0,1 mm",21.2 Km/h,76.5 %
LPA,Las Palmas,19/09/2024,23.2°,19°,0 mm,18.7 Km/h,76.5 %
LPA,Las Palmas,20/09/2024,23.8°,18.8°,0 mm,18.8 Km/h,76.8 %
LPA,Las Palmas,21/09/2024,23.7°,19°,0 mm,17.7 Km/h,75.3 %
LPA,Las Palmas,22/09/2024,23.8°,20°,0 mm,20.5 Km/h,76.7 %
LPA,Las Palmas,23/09/2024,23.2°,20.4°,0 mm,20.6 Km/h,76.2 %
LPA,Las Palmas,24/09/2024,23.4°,20.6°,"0,2 mm",19.2 Km/h,73.8 %
LPA,Las Palmas,25/09/2024,23.5°,20.2°,"0,7 mm",18.8 Km/h,77.8 %
LPA,Las Palmas,26/09/2024,23.7°,20°,"0,5 mm",21.3 Km/h,80.2 %
LPA,Las Palmas,27/09/2024,23.3°,19.5°,"0,2 mm",23.2 Km/h,80.5 %
LPA,Las Palmas,28/09/2024,23.2°,19.3°,"0,3 mm",25 Km/h,79.7 %
LPA,Las Palmas,29/09/2024,23.5°,19.2°,"0,1 mm",24.5 Km/h,75.8 %
LPA,Las Palmas,30/09/2024,24°,19.7°,"0,1 mm",23.3 Km/h,75.2 %
LPA,Las Palmas,1/10/2024,24.5°,20.7°,"0,1 mm",21.8 Km/h,74.2 %
LPA,Las Palmas,2/10/2024,25.2°,20.3°,"0,1 mm",21.7 Km/h,72.2 %
LPA,Las Palmas,3/10/2024,25.3°,19.8°,"0,3 mm",20.7 Km/h,75 %
LPA,Las Palmas,4/10/2024,24.2°,20.3°,"0,2 mm",20.8 Km/h,78 %
LPA,Las Palmas,5/10/2024,23.8°,20°,0 mm,19.8 Km/h,74.5 %
LPA,Las Palmas,6/10/2024,24°,20.3°,"0,1 mm",19 Km/h,75.3 %
LPA,Las Palmas,7/10/2024,24.5°,20.8°,"0,1 mm",19.3 Km/h,75.3 %
LPA,Las Palmas,8/10/2024,24.2°,20.8°,"0,1 mm",18 Km/h,76 %
LPA,Las Palmas,9/10/2024,23.5°,20.2°,0 mm,20.8 Km/h,78 %
LPA,Las Palmas,10/10/2024,23.8°,20°,0 mm,19 Km/h,75.3 %
LPA,Las Palmas,11/10/2024,23.7°,19.2°,0 mm,17.7 Km/h,74.8 %
LPA,Las Palmas,12/10/2024,23.8°,20.2°,"0,1 mm",19.5 Km/h,73 %
LPA,Las Palmas,13/10/2024,23.8°,19.7°,"0,5 mm",18.7 Km/h,70.3 %
LPA,Las Palmas,14/10/2024,23°,19.7°,"0,2 mm",20.5 Km/h,72.7 %
LPA,Las Palmas,15/10/2024,23.8°,19.2°,0 mm,15.7 Km/h,74.7 %
LPA,Las Palmas,16/10/2024,23.2°,19.7°,"0,3 mm",16.7 Km/h,76.8 %
LPA,Las Palmas,17/10/2024,22.7°,19.2°,"0,6 mm",16.2 Km/h,75.2 %
LPA,Las Palmas,18/10/2024,23°,19.2°,0 mm,17.2 Km/h,73.5 %
LPA,Las Palmas,19/10/2024,23.3°,19.5°,0 mm,15.8 Km/h,74 %
LPA,Las Palmas,20/10/2024,24°,20.2°,1 mm,21.5 Km/h,77.2 %
LPA,Las Palmas,21/10/2024,22.5°,19°,"0,5 mm",19.7 Km/h,75.3 %
LPA,Las Palmas,22/10/2024,21.8°,19.3°,"1,8 mm",23.5 Km/h,73.7 %
LPA,Las Palmas,23/10/2024,21.7°,18.5°,"0,5 mm",22.2 Km/h,73.3 %
LPA,Las Palmas,24/10/2024,22.2°,18.5°,"0,1 mm",19.3 Km/h,72.5 %
LPA,Las Palmas,25/10/2024,22.8°,19°,"0,1 mm",19.3 Km/h,72 %
LPA,Las Palmas,26/10/2024,23°,19.8°,"1,4 mm",20 Km/h,73.7 %
LPA,Las Palmas,27/10/2024,22.7°,19.8°,"1,6 mm",19.8 Km/h,72.7 %
LPA,Las Palmas,28/10/2024,22.7°,19.2°,"0,9 mm",17.8 Km/h,70 %
LPA,Las Palmas,29/10/2024,22.7°,18.8°,"0,3 mm",16.2 Km/h,72.8 %
LPA,Las Palmas,30/10/2024,23.3°,18.3°,0 mm,14.2 Km/h,72.7 %
LPA,Las Palmas,31/10/2024,23.8°,18.8°,0 mm,14.3 Km/h,69.5 %
LPA,Las Palmas,1/11/2024,23.3°,20.2°,"0,1 mm",18.3 Km/h,75.2 %
LPA,Las Palmas,2/11/2024,23.2°,19.5°,"0,1 mm",19.5 Km/h,77.2 %
LPA,Las Palmas,3/11/2024,22.8°,18.8°,"0,2 mm",19.8 Km/h,78.2 %
LPA,Las Palmas,4/11/2024,21.3°,17.7°,"0,7 mm",21.5 Km/h,78.2 %
LPA,Las Palmas,5/11/2024,21.2°,18.2°,"0,4 mm",22.2 Km/h,74.2 %
LPA,Las Palmas,6/11/2024,21.5°,18.3°,"1,3 mm",23.7 Km/h,73.2 %
LPA,Las Palmas,7/11/2024,21.5°,18.2°,"0,3 mm",22 Km/h,71.7 %
LPA,Las Palmas,8/11/2024,22.2°,17.5°,"0,2 mm",23.2 Km/h,70.2 %
LPA,Las Palmas,9/11/2024,22°,18°,"0,3 mm",23.7 Km/h,69 %
LPA,Las Palmas,10/11/2024,21.3°,18°,"0,3 mm",20.8 Km/h,74.2 %
